2017.08.21 37750 37600 37900 37450 20389
2017.08.18 37500 37600 37950 37400 153613
2017.08.17 38100 37200 38100 37100 147642
2017.08.16 37400 38000 38500 37050 158355
2017.08.14 37750 37350 38000 37300 133210
2017.08.11 37150 36900 37950 36800 152279
2017.08.10 37950 37150 38500 37100 224800
2017.08.09 37550 36100 38000 36100 449747
2017.08.08 36200 36700 36700 35050 359303
2017.08.07 36350 37900 37900 36300 325033
2017.08.04 37650 36550 37850 36500 176760
2017.08.03 36550 37100 37350 35700 197795
2017.08.02 37350 37700 37750 37100 150846
2017.08.01 37750 36350 38000 36250 301182
2017.07.31 36250 35950 36500 35500 126826
2017.07.28 36000 37150 37300 35700 278529
2017.07.27 37250 37150 37250 36600 146497
2017.07.26 36900 36800 37350 36250 215169
2017.07.25 36600 36900 37400 36150 380078
2017.07.24 36950 36050 37100 35900 413660
2017.07.21 36100 37150 37400 35900 788678
2017.07.20 37550 38300 38800 37150 603547
2017.07.19 38350 38350 38850 37800 271420
2017.07.18 38350 37850 39150 37650 577474
2017.07.17 37850 37250 38400 37250 455660
2017.07.14 37450 37450 38500 37200 400584
2017.07.13 37500 37450 38200 36800 610117
2017.07.12 37500 34300 37500 34200 1326254
2017.07.11 34350 34750 34900 33750 312957
2017.07.10 34750 34700 35200 34300 186332
2017.07.07 34950 34500 35200 34450 276425
2017.07.06 34850 33800 35000 33450 333365
2017.07.05 33850 32900 34000 32850 145096
2017.07.04 33100 33700 33900 32850 149212
2017.07.03 33600 33450 34050 33200 120418
2017.06.30 33550 33000 33700 32850 151998
2017.06.29 33450 33900 33900 33200 168963
2017.06.28 33750 33400 33950 32600 276292
2017.06.27 33450 33150 34250 33150 280624
2017.06.26 32800 33000 33200 32550 121366
2017.06.23 33100 32550 33850 32550 204555
2017.06.22 32550 33200 33550 32300 251334
2017.06.21 33150 33100 33200 32500 147387
2017.06.20 33200 33300 33800 33000 177355
2017.06.19 33400 33900 33950 33200 189273
2017.06.16 33750 33550 34400 33300 302082
2017.06.15 33550 34200 34300 33250 351120
2017.06.14 34400 34200 34400 33550 732741
2017.06.13 33800 31000 33850 31000 1004550
2017.06.12 31050 31200 31800 30950 163569
2017.06.09 31300 30100 31400 30100 373150
2017.06.08 30000 30300 30400 29900 361855
2017.06.07 30200 30700 30850 30100 612245
2017.06.05 31050 31500 31500 31000 710083
2017.06.02 31300 31550 31700 31150 137741
2017.06.01 31350 31500 31600 30950 197700
2017.05.31 31650 31850 32200 31450 293836
2017.05.30 31850 31500 32050 31250 256342
2017.05.29 31600 31550 31800 31250 247085
2017.05.26 31300 31450 31500 31000 193411
2017.05.25 31250 30800 31600 30800 394132
2017.05.24 30800 31000 31350 30750 398211
2017.05.23 30600 29600 30850 29450 572858
2017.05.22 29550 29300 29750 29200 186709
2017.05.19 29150 28900 29200 28850 115126
2017.05.18 28850 28900 29100 28800 182237
2017.05.17 29200 29750 29900 28950 299124
2017.05.16 29800 29300 29900 29200 234470
2017.05.15 29250 29500 29550 29150 85470
2017.05.12 29300 29600 29600 29200 137461
2017.05.11 29550 28950 29550 28850 195857
2017.05.10 28850 28900 29500 28800 221192
2017.05.08 28850 28600 28900 28550 146444
2017.05.04 28600 28600 28950 28400 145114
2017.05.02 28750 28650 28900 28550 86332
2017.04.28 28650 29200 29300 28600 248857
2017.04.27 29450 29500 29700 29200 95639
2017.04.26 29500 29150 29650 29150 161633
2017.04.25 29150 29200 29350 28750 136119
2017.04.24 29100 28800 29150 28650 125811
2017.04.21 28850 28750 28900 28600 117055
2017.04.20 28650 28700 28750 28300 134058
2017.04.19 28650 28450 28850 28350 141475
2017.04.18 28400 28600 28700 28250 168815
2017.04.17 28450 28550 28900 28350 157637
2017.04.14 28600 28600 28800 28500 107794
2017.04.13 28800 28700 29000 28500 158492
2017.04.12 28800 29250 29500 28750 172569
2017.04.11 29250 29050 29600 29050 127117
2017.04.10 29200 30000 30000 28900 267143
2017.04.07 29900 30100 30350 29800 289687
2017.04.06 30100 30150 30200 29950 120552
2017.04.05 30200 30300 30550 30100 124216
2017.04.04 30400 30850 30850 30250 145002
2017.04.03 30800 30800 31100 30650 121406
2017.03.31 30800 30700 30900 30500 86462
2017.03.30 30600 30700 30800 30450 76126
2017.03.29 30700 31050 31100 30450 139924
2017.03.28 30900 30500 31300 30500 145733
2017.03.27 30400 30700 30700 30250 59789
2017.03.24 30550 30450 30900 30400 122629
2017.03.23 30350 30200 30650 30200 95745
2017.03.22 30200 30300 30500 30000 101825
2017.03.21 30500 30500 30800 30400 86557
2017.03.20 30350 30600 30600 30000 96882
2017.03.17 30650 30800 30950 30300 140537
2017.03.16 30450 30350 30800 30300 111605
2017.03.15 30150 29950 30350 29900 103589
2017.03.14 29950 30100 30350 29900 153070
2017.03.13 30100 30650 30700 29900 177884
2017.03.10 30550 30000 30600 29700 151543
2017.03.09 29900 30750 30900 29700 461347
2017.03.08 31050 31650 31650 30850 111134
2017.03.07 31650 30650 31800 30600 114918
2017.03.06 30550 30850 30850 30100 172695
2017.03.03 31100 31000 31350 30650 83015
2017.03.02 31150 31600 32000 31050 117175
2017.02.28 31450 32050 32050 31350 146260
2017.02.27 32050 32850 32900 31900 112446
2017.02.24 32750 33000 33000 32300 102087
2017.02.23 32950 32850 33200 32650 95038
2017.02.22 32800 33600 33600 32600 169616
2017.02.21 33400 32300 33400 32300 139170
2017.02.20 32600 32950 33150 32400 100335
2017.02.17 33150 32500 33550 32200 158150
2017.02.16 32550 33350 33600 32400 149464
2017.02.15 33300 33400 33600 33050 98769
2017.02.14 33250 33850 33850 33100 118921
2017.02.13 33750 33150 33950 33050 161660
2017.02.10 33250 31500 33700 31350 401664
2017.02.09 31200 30800 31550 30800 78726
2017.02.08 30850 31300 31450 30850 90387
2017.02.07 31500 32100 32150 31100 143132
2017.02.06 31950 31600 32100 30900 151732
2017.02.03 31350 31300 31700 31100 107458
2017.02.02 31400 31450 31900 31300 129863
2017.02.01 31750 31050 31900 30950 93198
2017.01.31 31050 31100 31250 30600 80460
2017.01.26 31300 30800 31450 30650 68723
2017.01.25 30650 31650 31800 30350 203279
2017.01.24 31550 31500 31600 30950 79002
2017.01.23 31300 31350 31600 31150 91093
2017.01.20 31350 31450 32000 31200 78671
2017.01.19 31450 31950 31950 31250 118650
2017.01.18 32000 31700 32000 31150 80268
2017.01.17 31750 31600 32050 31500 92165
2017.01.16 31650 32300 32450 31550 96322
2017.01.13 32400 32950 33000 32050 146412
2017.01.12 33000 32000 33050 32000 157378
2017.01.11 32000 31500 32200 31500 169287
2017.01.10 31550 31500 32050 31350 206685
2017.01.09 31550 32550 32700 31450 294467
2017.01.06 32500 32500 33100 32150 164119
2017.01.05 32550 32800 33400 32350 282152
2017.01.04 32600 34200 34200 32500 327433
2017.01.03 33900 33600 34350 33300 157876
2017.01.02 33600 33000 34350 32550 178061
2016.12.29 33000 33100 33350 32500 190754
2016.12.28 33100 33200 33450 32750 153023
