2003.01.02        3000 3000 3000 3000 312161
2003.01.03        2820 3020 3240 2710 515729
2003.01.06        3150 2940 3150 2710 292101
2003.01.07        3520 3400 3520 3300 57077
2003.01.08        3940 3900 3940 3740 55611
2003.01.09        4030 4200 4410 3810 471422
2003.01.10        3700 4100 4220 3550 217194
2003.01.13        3860 3510 3990 3510 101259
2003.01.14        4270 3810 4320 3660 338941
2003.01.15        3910 4090 4240 3820 171679
2003.01.16        3770 3850 4010 3710 73602
2003.01.17        3550 3640 3810 3340 57240
2003.01.20        3300 3190 3390 3190 75470
2003.01.21        3350 3350 3450 3130 67097
2003.01.22        3090 3300 3350 3090 35381
2003.01.23        3060 3170 3170 2880 28568
2003.01.24        2710 2980 3080 2700 40078
2003.01.27        2510 2440 2570 2420 48861
2003.01.28        2560 2450 2760 2450 35335
2003.01.29        2860 2650 2860 2650 43807
2003.01.30        2950 3030 3200 2780 140966
2003.02.03        3190 2860 3290 2790 252818
2003.02.04        3160 3320 3390 3110 930691
2003.02.05        2960 3160 3200 2960 226108
2003.02.06        2680 3010 3030 2610 272490
2003.02.07        2650 2710 2730 2520 262816
2003.02.10        2850 2660 2880 2660 1221120
2003.02.11        2940 3000 3120 2560 1550697
2003.02.12        2800 2960 3010 2730 518828
2003.02.13        3130 2870 3130 2780 1398042
2003.02.14        3120 3240 3260 3030 1200242
2003.02.17        3300 3200 3360 3180 919152
2003.02.18        3000 3310 3310 3000 539358
2003.02.19        2800 3100 3110 2800 420052
2003.02.20        3020 2800 3090 2800 701637
2003.02.21        2910 2970 3070 2860 312570
2003.02.24        3250 2970 3250 2970 1030312
2003.02.25        3200 3160 3350 3120 985184
2003.02.26        3340 3300 3530 3260 1456639
2003.02.27        3160 3110 3300 3040 505989
2003.02.28        3000 3240 3260 3000 438702
2003.03.03        2790 2950 2950 2740 550905
2003.03.04        2680 2800 2890 2670 350887
2003.03.05        2360 2600 2640 2360 329886
2003.03.06        2210 2410 2460 2090 486600
2003.03.07        2140 2080 2230 2040 323630
2003.03.10        2300 2280 2390 2160 624748
2003.03.11        2260 2180 2350 2180 401102
2003.03.12        2410 2310 2460 2310 524739
2003.03.13        2290 2400 2410 2210 308907
2003.03.14        2330 2500 2530 2320 418160
2003.03.17        2060 2230 2260 2060 281392
2003.03.18        2180 2230 2230 2120 335355
2003.03.19        2160 2190 2270 2100 271710
2003.03.20        2400 2210 2400 2190 803260
2003.03.21        2420 2410 2480 2350 385883
2003.03.24        2550 2500 2620 2380 930004
2003.03.25        2600 2400 2740 2400 675442
2003.03.26        2640 2760 2800 2590 735636
2003.03.27        2670 2610 2710 2540 441035
2003.03.28        2700 2740 2830 2670 540258
2003.03.31        2450 2620 2650 2450 279205
2003.04.01        2570 2450 2600 2430 239317
2003.04.02        2740 2600 2750 2570 559834
2003.04.03        2790 2840 2860 2650 439639
2003.04.04        2810 2800 2820 2730 279042
2003.04.07        3030 2860 3030 2830 453176
2003.04.08        3000 2900 3070 2900 232341
2003.04.09        3070 2960 3090 2930 211623
2003.04.10        3150 3050 3230 3030 308487
2003.04.11        3100 3150 3160 2990 325427
2003.04.14        3160 3160 3360 3060 514565
2003.04.15        3530 3250 3530 3130 1081576
2003.04.16        3500 3550 3550 3420 589546
2003.04.17        3380 3550 3640 3370 544722
2003.04.18        3530 3530 3560 3410 428619
2003.04.21        3780 3510 3830 3460 788046
2003.04.22        3640 3780 3780 3570 270427
2003.04.23        3390 3710 3710 3310 268419
2003.04.24        3430 3400 3540 3300 211485
2003.04.25        3300 3310 3330 3050 257581
2003.04.28        3150 3000 3300 3000 110373
2003.04.29        3510 3260 3520 3250 211559
2003.04.30        3520 3420 3600 3420 117369
2003.05.02        3600 3610 3650 3460 521112
2003.05.06        3890 3650 4030 3630 949235
2003.05.07        4010 3950 4070 3870 514197
2003.05.09        4130 3950 4270 3860 519218
2003.05.12        4200 4210 4270 4080 471547
2003.05.13        4070 4240 4260 3980 391985
2003.05.14        4050 4010 4140 3980 271006
2003.05.15        4030 4060 4230 3990 386320
