2017.09.29 30350 30150 30500 29850 38152
2017.09.28 30100 29800 30300 29700 48265
2017.09.27 29700 29200 30400 28850 86938
2017.09.26 29200 29150 29600 29000 63485
2017.09.25 29450 29850 30250 28900 75968
2017.09.22 30050 29700 30850 29650 92878
2017.09.21 29700 31150 31350 29650 106585
2017.09.20 30950 31650 31900 30300 164804
2017.09.19 31650 31200 31850 31200 72120
2017.09.18 31100 31800 31850 31050 101559
2017.09.15 31950 31700 32250 31500 61494
2017.09.14 32200 31800 32400 31100 114367
2017.09.13 31950 32850 32850 31700 112599
2017.09.12 32600 32350 33050 32350 65409
2017.09.11 32350 33100 33300 32150 107525
2017.09.08 33100 33200 33800 32800 70576
2017.09.07 33250 33700 33700 33150 59799
2017.09.06 33450 33650 33650 33000 82522
2017.09.05 33600 33550 33900 33050 63607
2017.09.04 33350 33000 33850 32950 86530
2017.09.01 34150 34600 34600 33800 96186
2017.08.31 34200 34900 35150 34150 88386
2017.08.30 34650 35750 36200 34550 128676
2017.08.29 35750 34250 35900 33800 215258
2017.08.28 34250 33350 34700 33350 107747
2017.08.25 33300 33500 33700 33150 56517
2017.08.24 33600 33300 33750 33300 44219
2017.08.23 33300 34000 34000 33200 86710
2017.08.22 33600 34500 34500 33200 143325
2017.08.21 34200 35600 35600 34150 118241
2017.08.18 35550 34450 35850 34400 135804
2017.08.17 35000 33500 35350 33500 168669
2017.08.16 33500 33500 34200 33350 65670
2017.08.14 33100 34000 34300 33100 70543
2017.08.11 33900 34150 35100 33800 80285
2017.08.10 35000 33200 36500 33200 386469
2017.08.09 33000 33550 33800 32850 101914
2017.08.08 33700 33850 34050 33600 39757
2017.08.07 33800 34200 34500 33700 59290
2017.08.04 34150 33900 34350 33550 37862
2017.08.03 33800 34900 34900 33500 97354
2017.08.02 34950 35800 35800 34900 60008
2017.08.01 35800 34600 35950 34600 82917
2017.07.31 34950 34400 35250 34400 52444
2017.07.28 34750 36100 36250 34550 107052
2017.07.27 36300 36200 36650 35750 59400
2017.07.26 36150 36800 37250 35600 131667
2017.07.25 36900 38550 38550 36500 181176
2017.07.24 38350 38150 39150 37900 166903
2017.07.21 37850 39250 39500 37600 225570
2017.07.20 39000 37000 39200 36700 416281
2017.07.19 36700 36150 36850 35550 106804
2017.07.18 36050 36250 36650 35450 109316
2017.07.17 36500 36900 36900 35900 179918
2017.07.14 36250 34150 36250 33600 256358
2017.07.13 33950 33300 34200 33300 40906
2017.07.12 33250 33500 33700 33250 27372
2017.07.11 33300 33900 33900 33200 40205
2017.07.10 33800 33900 34400 33300 37583
2017.07.07 34450 34700 34800 33500 73277
2017.07.06 34500 34600 34750 34200 59653
2017.07.05 34300 34100 34600 33900 50290
2017.07.04 33800 33300 34400 33250 88805
2017.07.03 33050 33000 33350 32800 32941
2017.06.30 33000 33650 33650 32850 51897
2017.06.29 33650 32550 33700 32550 55058
2017.06.28 32550 33100 33500 32550 52969
2017.06.27 33250 32900 33650 32850 53977
2017.06.26 33200 32300 33600 32100 80418
2017.06.23 32600 32300 32750 32050 65857
2017.06.22 32000 32900 33100 31600 116821
2017.06.21 32750 33000 33550 32650 80247
2017.06.20 32800 33850 34050 32700 117987
2017.06.19 33850 34050 34700 33700 83471
2017.06.16 34150 33900 34700 33800 67265
2017.06.15 34000 33700 34550 33450 80052
2017.06.14 33700 34900 34900 33600 163916
2017.06.13 34600 35150 35350 34400 91769
2017.06.12 35150 36200 36350 35050 94419
2017.06.09 36200 36800 37000 36100 67632
2017.06.08 36200 36000 36750 36000 74252
2017.06.07 36400 36600 37150 35700 93429
2017.06.05 36600 36350 36900 35600 119802
2017.06.02 36250 35400 36950 32400 601254
2017.06.01 36700 36150 37500 36100 178459
2017.05.31 36350 36400 36850 35800 116160
2017.05.30 36300 35600 36950 35350 260838
2017.05.29 35250 34800 35750 34750 78242
2017.05.26 34700 35000 35300 34300 58759
2017.05.25 34900 35750 35850 34850 103213
2017.05.24 34650 34200 35600 34150 146292
2017.05.23 33900 34250 34350 33500 50417
2017.05.22 34250 35300 35350 33950 60268
2017.05.19 34900 33350 35150 33000 139211
2017.05.18 32900 34000 34300 32500 177583
2017.05.17 34200 34550 35400 34200 68135
2017.05.16 34700 34900 35550 34200 112834
2017.05.15 35350 35300 35850 34800 76279
2017.05.12 35850 36600 36750 35600 59786
2017.05.11 36450 36200 36700 36000 68600
2017.05.10 36400 37650 37900 36200 86772
2017.05.08 37100 36450 37400 36150 153948
2017.05.04 36000 34250 36400 34250 108471
2017.05.02 34600 35250 35700 34250 85580
2017.04.28 35200 36700 36700 34550 155624
2017.04.27 36450 36300 37200 36050 75478
2017.04.26 36250 35550 37300 35550 162611
2017.04.25 36100 36750 37200 35650 157807
2017.04.24 36850 37800 38750 36150 232466
2017.04.21 37700 37000 37900 36750 221394
2017.04.20 36600 37000 37400 36100 197119
2017.04.19 36950 36100 36950 35900 363042
2017.04.18 35300 34500 35450 34500 249590
2017.04.17 34250 33200 34300 32950 113048
2017.04.14 32950 33400 34150 32900 89521
2017.04.13 33600 33400 34900 33350 183640
2017.04.12 33500 33050 33500 32750 81261
2017.04.11 32850 32950 33700 32200 122385
2017.04.10 33000 33400 33550 32550 151599
2017.04.07 33550 33800 35650 33550 277859
2017.04.06 34000 33500 34300 33150 170414
2017.04.05 33800 32750 34000 32500 281122
2017.04.04 33700 32350 34600 32300 483656
2017.04.03 32100 32450 32450 31450 310298
2017.03.31 32100 28850 32150 28750 532552
2017.03.30 29000 29300 29350 28700 88040
2017.03.29 29200 29000 29300 28800 60974
2017.03.28 29000 28900 29250 28500 82242
2017.03.27 28500 28300 28800 28200 55228
2017.03.24 28150 29050 29700 28150 190184
2017.03.23 28900 28550 29000 28300 110655
2017.03.22 28300 27600 28450 27500 81698
2017.03.21 27800 27800 27900 27550 72172
2017.03.20 27500 28200 28350 27500 136441
2017.03.17 28200 28400 28800 28200 73416
2017.03.16 28450 28600 28650 28150 101644
2017.03.15 28550 27900 28650 27900 192929
2017.03.14 28050 28900 29000 27950 206025
2017.03.13 28900 28650 29150 28650 152161
2017.03.10 28750 29200 29500 28450 158874
2017.03.09 28750 28900 29300 28700 89499
2017.03.08 28800 29450 29600 28800 91906
2017.03.07 29300 29250 30150 29050 169858
2017.03.06 28800 27900 29150 27600 114066
2017.03.03 28100 28350 28400 27800 110597
2017.03.02 28100 29550 29750 28100 277440
2017.02.28 28950 29000 29800 28800 139462
2017.02.27 29050 29950 30150 28950 120434
2017.02.24 29950 30150 30350 29250 211096
2017.02.23 29700 28200 29950 28200 457646
2017.02.22 27850 28650 28650 27750 348359
2017.02.21 28500 29950 30050 28300 327536
2017.02.20 29900 29850 30250 29500 156960
2017.02.17 29800 29450 30500 29350 245477
2017.02.16 30000 32450 32450 30000 457002
2017.02.15 32450 32750 32750 31900 166924
2017.02.14 32450 34050 34050 31800 394331
2017.02.13 34600 33900 34800 33700 92125
2017.02.10 34300 34150 35150 33950 88550
2017.02.09 34350 34000 34600 33300 49253
2017.02.08 34000 34400 34600 33400 57405
2017.02.07 34350 32750 34550 32750 91395
2017.02.06 33100 33700 33850 32850 88771
2017.02.03 34000 34850 35100 33500 120189
2017.02.02 34700 34450 35700 34100 227602
2017.02.01 34100 31600 34700 31450 242358
2017.01.31 31600 32400 32550 31600 150034
2017.01.26 32900 31300 33000 31200 198912
2017.01.25 31550 33500 34700 30750 457537
2017.01.24 33800 37600 38350 33650 358440
2017.01.23 37950 38900 39700 37950 122744
2017.01.20 39500 39950 40200 39400 39496
2017.01.19 39950 41000 41000 39900 49398
2017.01.18 40800 39750 40900 39750 43702
2017.01.17 40050 39150 40900 39150 54233
2017.01.16 39500 40300 40600 39200 59016
2017.01.13 40000 39900 41100 39900 42320
2017.01.12 40200 40750 41000 39900 84045
2017.01.11 41350 40950 42200 40800 66105
2017.01.10 41150 42250 42300 41100 60800
2017.01.09 42250 41900 43050 41600 202901
2017.01.06 41450 39200 41450 39000 227620
2017.01.05 39100 39200 39350 38800 56890
2017.01.04 39200 38950 39350 38300 84738
2017.01.03 38750 39300 39550 38600 82801
2017.01.02 39600 39600 40250 39300 57763
2016.12.29 39550 39350 39700 38800 75823
2016.12.28 39700 37900 39700 37750 135634
2016.12.27 37600 38000 38150 37300 126329
2016.12.26 38000 38600 38750 37300 121900
2016.12.23 38550 38400 39500 38400 98291
2016.12.22 38500 39050 39450 38350 66468
2016.12.21 39050 39400 39800 38800 85541
2016.12.20 39250 40400 40400 39150 113991
2016.12.19 40400 41500 41750 40150 108210
2016.12.16 41650 42300 42450 41350 57937
2016.12.15 42300 42400 42800 42000 66169
2016.12.14 42300 42500 43550 42300 101394
2016.12.13 42450 42400 42500 41650 87625
2016.12.12 42000 41900 42800 41400 90145
2016.12.09 41300 38350 41500 38350 203450
2016.12.08 38300 37500 38650 37500 95332
2016.12.07 37500 38600 38850 36400 115847
2016.12.06 38500 38100 39000 37700 93542
2016.12.05 37600 39800 40100 37050 138759
2016.12.02 39800 40550 40650 39650 65896
2016.12.01 40600 40900 41050 40350 62562
2016.11.30 40600 41400 41700 40300 84695
2016.11.29 41400 41300 42150 41050 52545
2016.11.28 41800 41800 42300 41550 39944
2016.11.25 41800 42350 42600 41200 64492
2016.11.24 41750 40150 42400 40050 159890
2016.11.23 39700 41750 42050 39700 110637
2016.11.22 42000 41950 42350 41400 61431
2016.11.21 42100 41750 42400 41300 55548
