2014.12.17    26050 30000 31000 25500 2303450
2014.12.18    26550 26800 28200 25500 533728
2014.12.19    24750 27400 27600 23950 486187
2014.12.22    21500 24750 25000 21100 576847
2014.12.23    24700 21500 24700 20900 551889
2014.12.24    25500 25300 27300 24400 346944
2014.12.26    23200 25500 25800 23050 130192
2014.12.29    25150 23800 26450 23000 166887
2014.12.30    24100 24500 25700 24050 63251
2015.01.02    25100 24500 25100 23350 81677
2015.01.05    24450 25000 26050 24450 73923
2015.01.06    22700 24150 24150 22450 111965
2015.01.07    22350 22850 23200 21900 66148
2015.01.08    23200 22300 23250 22150 68020
2015.01.09    23200 23250 24400 23050 70645
2015.01.12    22350 22850 23450 22250 46863
2015.01.13    22800 22650 23500 22200 53763
2015.01.14    23550 23200 23700 22450 54042
2015.01.15    23750 23200 24150 22350 190357
2015.01.16    26100 23950 26850 23100 458205
2015.01.19    26650 26100 27800 25500 835624
2015.01.20    27750 26300 28300 26200 773895
2015.01.21    29550 27700 29800 27450 1104668
2015.01.22    28250 29400 29700 27700 552214
2015.01.23    28550 28350 28950 27300 276660
2015.01.26    28150 28500 28950 27400 432690
2015.01.27    28600 28200 29450 28000 397344
2015.01.28    28350 28800 29250 28000 184189
2015.01.29    26900 28150 28550 26700 291954
2015.01.30    26850 27100 27400 26400 111175
2015.02.02    28550 26700 28600 26700 388940
2015.02.03    28550 28850 29200 28000 311157
2015.02.04    28400 28900 28900 27800 158059
2015.02.05    27950 28500 28800 27800 151012
2015.02.06    28100 28050 28700 27500 196770
2015.02.09    27200 28200 28250 27200 135076
2015.02.10    26100 26900 27500 25500 232792
2015.02.11    27450 25900 28250 25900 213932
2015.02.12    27400 27600 27750 26650 63711
2015.02.13    27500 27000 27950 26950 159706
2015.02.16    28500 27500 28650 27500 240885
2015.02.17    28900 28400 29150 28300 267291
2015.02.23    28200 29050 29450 27550 177106
2015.02.24    28750 28250 28750 27950 117040
2015.02.25    27800 28750 28900 26900 271685
2015.02.26    27450 27750 28050 27100 77859
2015.02.27    27800 27450 27850 27050 84999
2015.03.02    27050 28000 28000 26900 89807
2015.03.03    27100 27000 27250 26450 85126
2015.03.04    27800 26800 27850 26800 103840
2015.03.05    28250 27750 28350 27350 81169
2015.03.06    27450 28200 28250 27350 106934
2015.03.09    25200 27300 27300 24900 273670
2015.03.10    25000 25500 25550 23500 167051
2015.03.11    24450 25100 25100 24250 82528
2015.03.12    25450 24800 25800 24500 91052
2015.03.13    26800 25500 27400 25000 196868
2015.03.16    27200 27150 27500 26700 77234
2015.03.17    26400 26800 27000 25800 181056
2015.03.18    25500 26400 26950 25450 91343
2015.03.19    25450 25900 25900 24800 83910
2015.03.20    26050 25350 26450 25150 78607
2015.03.23    25450 26050 26150 25300 62677
2015.03.24    27150 25600 27350 25600 222092
2015.03.25    27050 27150 27450 26800 105032
2015.03.26    27850 26900 28550 26850 277084
2015.03.27    27350 27850 27900 26950 107507
2015.03.30    27400 27750 27750 26950 80690
2015.03.31    27300 27650 27700 26950 75244
2015.04.01    28100 27150 28300 26600 183742
2015.04.02    29000 28800 29600 28150 328650
2015.04.03    30600 28650 30700 28600 335779
2015.04.06    30300 30850 31400 30250 208486
2015.04.07    30600 30750 31100 30150 229622
2015.04.08    30200 30800 30950 29550 182971
2015.04.09    29500 30200 30450 29200 172646
2015.04.10    29900 29500 30000 29250 100245
2015.04.13    28200 29950 30300 28100 269995
2015.04.14    27100 28250 28450 27100 181523
2015.04.15    27750 27200 27850 27150 124306
2015.04.16    27450 27600 27800 27150 92838
2015.04.17    28800 27550 28800 27500 129611
2015.04.20    28250 28300 28650 28200 80834
2015.04.21    29000 29250 29850 28600 163001
2015.04.22    27800 29500 29750 26650 251921
2015.04.23    27050 28000 28000 26700 126634
2015.04.24    26400 26950 27900 25900 122128
2015.04.27    27150 26200 27250 26050 48109
2015.04.28    27550 27250 27750 27000 85102
2015.04.29    27750 27550 28000 27000 56720
2015.04.30    27000 27850 27850 26750 61137
2015.05.04    26600 27050 27050 26150 44705
2015.05.06    25300 26550 26550 25150 89140
2015.05.07    25400 24900 25400 23550 137506
2015.05.08    25400 25650 25750 24950 62261
2015.05.11    25900 25450 26050 25100 57940
2015.05.12    25850 25700 26200 25500 53114
2015.05.13    26000 25700 26300 25500 65634
2015.05.14    25900 26150 26500 25400 87638
2015.05.15    25400 25850 26200 24900 78476
2015.05.18    23950 24700 25000 23950 253608
2015.05.19    24300 23950 24700 23650 113143
2015.05.20    23150 24550 24650 23050 195108
2015.05.21    24250 23300 24250 23000 95357
2015.05.22    23900 24150 24300 23600 69168
2015.05.26    22750 23600 23850 22400 156792
2015.05.27    23000 22450 23050 22250 100585
2015.05.28    23300 23000 23300 22300 109486
2015.05.29    23250 23300 23800 23000 68351
2015.06.01    23000 23100 23450 22350 41206
2015.06.02    22250 23100 23150 22200 78775
2015.06.03    23550 22700 23800 22400 178463
2015.06.04    23650 23900 24150 23350 169922
2015.06.05    23900 23600 24400 22950 103549
2015.06.08    23350 23900 24150 23250 66943
2015.06.09    24800 23300 25150 23050 229416
2015.06.10    24600 25000 25400 24450 92421
2015.06.11    24200 24600 24800 23950 80721
2015.06.12    24450 24350 25300 24000 98220
2015.06.15    24850 24200 25150 23850 99956
2015.06.16    24600 25000 25150 23750 97074
2015.06.17    24650 24600 24800 23850 90454
2015.06.18    24300 24350 24650 23850 87909
2015.06.19    24250 24400 24400 23850 72845
2015.06.22    23250 23800 24200 23150 81862
2015.06.23    23100 23350 23800 22700 114068
2015.06.24    23250 23600 23800 22950 140067
2015.06.25    24300 23050 24300 22800 168119
2015.06.26    23500 24200 24200 23100 188434
2015.06.29    21500 22750 23300 21400 268297
2015.06.30    21500 21100 21700 20800 145543
2015.07.01    22000 21600 22150 21550 131241
2015.07.02    21400 22250 22250 21300 95566
2015.07.03    24000 21650 24050 21650 391245
2015.07.06    23750 24100 24750 23450 203252
2015.07.07    23350 24100 24250 22650 139369
2015.07.08    22800 23250 23600 22500 73397
2015.07.09    21750 22300 22600 21750 133305
2015.07.10    22400 21800 22550 21800 72474
