
###2017-08-16 00:04:18.059562
code   SU%  SD%  LU% LD%  NAME
000660  49   50   49   50   SK하이닉스
018260  44   55   47   52   삼성SDS
034940  48   51   48   51   조아제약
046890  45   54   48   51   서울반도체
011200  46   53   47   52   현대상선
035420  47   52   48   51   NAVER
168330  54   45   49   50   내츄럴엔도텍
015760  47   52   47   52   한국전력
067160  41   58   46   53   아프리카TV
005930  43   56   48   51   삼성전자
028050  48   51   48   51   삼성엔지니어링
034220  43   56   47   52   LG디스플레이
000270  48   51   48   51   기아차
240810  50   49   49   50   원익IPS
068270  51   48   49   50   셀트리온
025320  53   46   50   49   시노펙스
006120  43   56   46   53   SK케미칼
003670  43   56   47   52   포스코켐텍
051910  44   55   47   52   LG화학
043200  44   55   47   52   파루
073240  44   55   47   52   금호타이어
005380  45   54   47   52   현대차
012450  48   51   48   51   한화테크윈
066570  48   51   48   51   LG전자
007390  45   54   47   52   네이처셀
047810  43   56   47   52   한국항공우주
003520  47   52   48   51   영진약품
005490  45   54   47   52   POSCO

###2017-10-03 12:00:03.466685
code   SU%  SD%  LU% LD%  NAME
000660  49   50   49   50   SK하이닉스
018260  44   55   47   52   삼성SDS
034940  48   51   48   51   조아제약
046890  45   54   48   51   서울반도체
011200  46   53   47   52   현대상선
035420  47   52   48   51   NAVER
168330  54   45   49   50   내츄럴엔도텍
015760  47   52   47   52   한국전력
067160  41   58   46   53   아프리카TV
005930  43   56   48   51   삼성전자
028050  48   51   48   51   삼성엔지니어링
034220  43   56   47   52   LG디스플레이
000270  48   51   48   51   기아차
240810  50   49   49   50   원익IPS
068270  51   48   49   50   셀트리온
025320  53   46   50   49   시노펙스
006120  43   56   46   53   SK케미칼
003670  43   56   47   52   포스코켐텍
051910  44   55   47   52   LG화학
043200  44   55   47   52   파루
073240  44   55   47   52   금호타이어
005380  45   54   47   52   현대차
012450  48   51   48   51   한화테크윈
066570  48   51   48   51   LG전자
007390  45   54   47   52   네이처셀
047810  43   56   47   52   한국항공우주
003520  47   52   48   51   영진약품
005490  45   54   47   52   POSCO

###2017-10-03 18:00:03.436290
code   SU%  SD%  LU% LD%  NAME
000660  49   50   49   50   SK하이닉스
018260  44   55   47   52   삼성SDS
034940  48   51   48   51   조아제약
046890  45   54   48   51   서울반도체
011200  46   53   47   52   현대상선
035420  47   52   48   51   NAVER
168330  54   45   49   50   내츄럴엔도텍
015760  47   52   47   52   한국전력
067160  41   58   46   53   아프리카TV
005930  43   56   48   51   삼성전자
028050  48   51   48   51   삼성엔지니어링
034220  43   56   47   52   LG디스플레이
000270  48   51   48   51   기아차
240810  50   49   49   50   원익IPS
068270  51   48   49   50   셀트리온
025320  53   46   50   49   시노펙스
006120  43   56   46   53   SK케미칼
003670  43   56   47   52   포스코켐텍
051910  44   55   47   52   LG화학
043200  44   55   47   52   파루
073240  44   55   47   52   금호타이어
005380  45   54   47   52   현대차
012450  48   51   48   51   한화테크윈
066570  48   51   48   51   LG전자
007390  45   54   47   52   네이처셀
047810  43   56   47   52   한국항공우주
003520  47   52   48   51   영진약품
005490  45   54   47   52   POSCO

###2017-10-04 00:00:03.896907
code   SU%  SD%  LU% LD%  NAME
000660  49   50   49   50   SK하이닉스
018260  44   55   47   52   삼성SDS
034940  48   51   48   51   조아제약
046890  45   54   48   51   서울반도체
011200  46   53   47   52   현대상선
035420  47   52   48   51   NAVER
168330  54   45   49   50   내츄럴엔도텍
015760  47   52   47   52   한국전력
067160  41   58   46   53   아프리카TV
005930  43   56   48   51   삼성전자
028050  48   51   48   51   삼성엔지니어링
034220  43   56   47   52   LG디스플레이
000270  48   51   48   51   기아차
240810  50   49   49   50   원익IPS
068270  51   48   49   50   셀트리온
025320  53   46   50   49   시노펙스
006120  43   56   46   53   SK케미칼
003670  43   56   47   52   포스코켐텍
051910  44   55   47   52   LG화학
043200  44   55   47   52   파루
073240  44   55   47   52   금호타이어
005380  45   54   47   52   현대차
012450  48   51   48   51   한화테크윈
066570  48   51   48   51   LG전자
007390  45   54   47   52   네이처셀
047810  43   56   47   52   한국항공우주
003520  47   52   48   51   영진약품
005490  45   54   47   52   POSCO

###2017-10-04 06:00:03.918553
code   SU%  SD%  LU% LD%  NAME
000660  49   50   49   50   SK하이닉스
018260  44   55   47   52   삼성SDS
034940  48   51   48   51   조아제약
046890  45   54   48   51   서울반도체
011200  46   53   47   52   현대상선
035420  47   52   48   51   NAVER
168330  54   45   49   50   내츄럴엔도텍
015760  47   52   47   52   한국전력
067160  41   58   46   53   아프리카TV
005930  43   56   48   51   삼성전자
028050  48   51   48   51   삼성엔지니어링
034220  43   56   47   52   LG디스플레이
000270  48   51   48   51   기아차
240810  50   49   49   50   원익IPS
068270  51   48   49   50   셀트리온
025320  53   46   50   49   시노펙스
006120  43   56   46   53   SK케미칼
003670  43   56   47   52   포스코켐텍
051910  44   55   47   52   LG화학
043200  44   55   47   52   파루
073240  44   55   47   52   금호타이어
005380  45   54   47   52   현대차
012450  48   51   48   51   한화테크윈
066570  48   51   48   51   LG전자
007390  45   54   47   52   네이처셀
047810  43   56   47   52   한국항공우주
003520  47   52   48   51   영진약품
005490  45   54   47   52   POSCO

###2017-10-04 12:00:03.534796
code   SU%  SD%  LU% LD%  NAME
000660  49   50   49   50   SK하이닉스
018260  44   55   47   52   삼성SDS
034940  48   51   48   51   조아제약
046890  45   54   48   51   서울반도체
011200  46   53   47   52   현대상선
035420  47   52   48   51   NAVER
168330  54   45   49   50   내츄럴엔도텍
015760  47   52   47   52   한국전력
067160  41   58   46   53   아프리카TV
005930  43   56   48   51   삼성전자
028050  48   51   48   51   삼성엔지니어링
034220  43   56   47   52   LG디스플레이
000270  48   51   48   51   기아차
240810  50   49   49   50   원익IPS
068270  51   48   49   50   셀트리온
025320  53   46   50   49   시노펙스
006120  43   56   46   53   SK케미칼
003670  43   56   47   52   포스코켐텍
051910  44   55   47   52   LG화학
043200  44   55   47   52   파루
073240  44   55   47   52   금호타이어
005380  45   54   47   52   현대차
012450  48   51   48   51   한화테크윈
066570  48   51   48   51   LG전자
007390  45   54   47   52   네이처셀
047810  43   56   47   52   한국항공우주
003520  47   52   48   51   영진약품
005490  45   54   47   52   POSCO

###2017-10-04 18:00:04.006878
code   SU%  SD%  LU% LD%  NAME
000660  49   50   49   50   SK하이닉스
018260  44   55   47   52   삼성SDS
034940  48   51   48   51   조아제약
046890  45   54   48   51   서울반도체
011200  46   53   47   52   현대상선
035420  47   52   48   51   NAVER
168330  54   45   49   50   내츄럴엔도텍
015760  47   52   47   52   한국전력
067160  41   58   46   53   아프리카TV
005930  43   56   48   51   삼성전자
028050  48   51   48   51   삼성엔지니어링
034220  43   56   47   52   LG디스플레이
000270  48   51   48   51   기아차
240810  50   49   49   50   원익IPS
068270  51   48   49   50   셀트리온
025320  53   46   50   49   시노펙스
006120  43   56   46   53   SK케미칼
003670  43   56   47   52   포스코켐텍
051910  44   55   47   52   LG화학
043200  44   55   47   52   파루
073240  44   55   47   52   금호타이어
005380  45   54   47   52   현대차
012450  48   51   48   51   한화테크윈
066570  48   51   48   51   LG전자
007390  45   54   47   52   네이처셀
047810  43   56   47   52   한국항공우주
003520  47   52   48   51   영진약품
005490  45   54   47   52   POSCO

###2017-10-05 00:00:03.814366
code   SU%  SD%  LU% LD%  NAME
000660  49   50   49   50   SK하이닉스
018260  44   55   47   52   삼성SDS
034940  48   51   48   51   조아제약
046890  45   54   48   51   서울반도체
011200  46   53   47   52   현대상선
035420  47   52   48   51   NAVER
168330  54   45   49   50   내츄럴엔도텍
015760  47   52   47   52   한국전력
067160  41   58   46   53   아프리카TV
005930  43   56   48   51   삼성전자
028050  48   51   48   51   삼성엔지니어링
034220  43   56   47   52   LG디스플레이
000270  48   51   48   51   기아차
240810  50   49   49   50   원익IPS
068270  51   48   49   50   셀트리온
025320  53   46   50   49   시노펙스
006120  43   56   46   53   SK케미칼
003670  43   56   47   52   포스코켐텍
051910  44   55   47   52   LG화학
043200  44   55   47   52   파루
073240  44   55   47   52   금호타이어
005380  45   54   47   52   현대차
012450  48   51   48   51   한화테크윈
066570  48   51   48   51   LG전자
007390  45   54   47   52   네이처셀
047810  43   56   47   52   한국항공우주
003520  47   52   48   51   영진약품
005490  45   54   47   52   POSCO

###2017-10-05 06:00:03.967020
code   SU%  SD%  LU% LD%  NAME
000660  49   50   49   50   SK하이닉스
018260  44   55   47   52   삼성SDS
034940  48   51   48   51   조아제약
046890  45   54   48   51   서울반도체
011200  46   53   47   52   현대상선
035420  47   52   48   51   NAVER
168330  54   45   49   50   내츄럴엔도텍
015760  47   52   47   52   한국전력
067160  41   58   46   53   아프리카TV
005930  43   56   48   51   삼성전자
028050  48   51   48   51   삼성엔지니어링
034220  43   56   47   52   LG디스플레이
000270  48   51   48   51   기아차
240810  50   49   49   50   원익IPS
068270  51   48   49   50   셀트리온
025320  53   46   50   49   시노펙스
006120  43   56   46   53   SK케미칼
003670  43   56   47   52   포스코켐텍
051910  44   55   47   52   LG화학
043200  44   55   47   52   파루
073240  44   55   47   52   금호타이어
005380  45   54   47   52   현대차
012450  48   51   48   51   한화테크윈
066570  48   51   48   51   LG전자
007390  45   54   47   52   네이처셀
047810  43   56   47   52   한국항공우주
003520  47   52   48   51   영진약품
005490  45   54   47   52   POSCO

###2017-10-05 12:00:04.010792
code   SU%  SD%  LU% LD%  NAME
000660  49   50   49   50   SK하이닉스
018260  44   55   47   52   삼성SDS
034940  48   51   48   51   조아제약
046890  45   54   48   51   서울반도체
011200  46   53   47   52   현대상선
035420  47   52   48   51   NAVER
168330  54   45   49   50   내츄럴엔도텍
015760  47   52   47   52   한국전력
067160  41   58   46   53   아프리카TV
005930  43   56   48   51   삼성전자
028050  48   51   48   51   삼성엔지니어링
034220  43   56   47   52   LG디스플레이
000270  48   51   48   51   기아차
240810  50   49   49   50   원익IPS
068270  51   48   49   50   셀트리온
025320  53   46   50   49   시노펙스
006120  43   56   46   53   SK케미칼
003670  43   56   47   52   포스코켐텍
051910  44   55   47   52   LG화학
043200  44   55   47   52   파루
073240  44   55   47   52   금호타이어
005380  45   54   47   52   현대차
012450  48   51   48   51   한화테크윈
066570  48   51   48   51   LG전자
007390  45   54   47   52   네이처셀
047810  43   56   47   52   한국항공우주
003520  47   52   48   51   영진약품
005490  45   54   47   52   POSCO

###2017-10-05 18:00:03.689841
code   SU%  SD%  LU% LD%  NAME
000660  49   50   49   50   SK하이닉스
018260  44   55   47   52   삼성SDS
034940  48   51   48   51   조아제약
046890  45   54   48   51   서울반도체
011200  46   53   47   52   현대상선
035420  47   52   48   51   NAVER
168330  54   45   49   50   내츄럴엔도텍
015760  47   52   47   52   한국전력
067160  41   58   46   53   아프리카TV
005930  43   56   48   51   삼성전자
028050  48   51   48   51   삼성엔지니어링
034220  43   56   47   52   LG디스플레이
000270  48   51   48   51   기아차
240810  50   49   49   50   원익IPS
068270  51   48   49   50   셀트리온
025320  53   46   50   49   시노펙스
006120  43   56   46   53   SK케미칼
003670  43   56   47   52   포스코켐텍
051910  44   55   47   52   LG화학
043200  44   55   47   52   파루
073240  44   55   47   52   금호타이어
005380  45   54   47   52   현대차
012450  48   51   48   51   한화테크윈
066570  48   51   48   51   LG전자
007390  45   54   47   52   네이처셀
047810  43   56   47   52   한국항공우주
003520  47   52   48   51   영진약품
005490  45   54   47   52   POSCO

###2017-10-06 00:00:03.356616
code   SU%  SD%  LU% LD%  NAME
000660  49   50   49   50   SK하이닉스
018260  44   55   47   52   삼성SDS
034940  48   51   48   51   조아제약
046890  45   54   48   51   서울반도체
011200  46   53   47   52   현대상선
035420  47   52   48   51   NAVER
168330  54   45   49   50   내츄럴엔도텍
015760  47   52   47   52   한국전력
067160  41   58   46   53   아프리카TV
005930  43   56   48   51   삼성전자
028050  48   51   48   51   삼성엔지니어링
034220  43   56   47   52   LG디스플레이
000270  48   51   48   51   기아차
240810  50   49   49   50   원익IPS
068270  51   48   49   50   셀트리온
025320  53   46   50   49   시노펙스
006120  43   56   46   53   SK케미칼
003670  43   56   47   52   포스코켐텍
051910  44   55   47   52   LG화학
043200  44   55   47   52   파루
073240  44   55   47   52   금호타이어
005380  45   54   47   52   현대차
012450  48   51   48   51   한화테크윈
066570  48   51   48   51   LG전자
007390  45   54   47   52   네이처셀
047810  43   56   47   52   한국항공우주
003520  47   52   48   51   영진약품
005490  45   54   47   52   POSCO

###2017-10-06 06:00:03.513535
code   SU%  SD%  LU% LD%  NAME
000660  49   50   49   50   SK하이닉스
018260  44   55   47   52   삼성SDS
034940  48   51   48   51   조아제약
046890  45   54   48   51   서울반도체
011200  46   53   47   52   현대상선
035420  47   52   48   51   NAVER
168330  54   45   49   50   내츄럴엔도텍
015760  47   52   47   52   한국전력
067160  41   58   46   53   아프리카TV
005930  43   56   48   51   삼성전자
028050  48   51   48   51   삼성엔지니어링
034220  43   56   47   52   LG디스플레이
000270  48   51   48   51   기아차
240810  50   49   49   50   원익IPS
068270  51   48   49   50   셀트리온
025320  53   46   50   49   시노펙스
006120  43   56   46   53   SK케미칼
003670  43   56   47   52   포스코켐텍
051910  44   55   47   52   LG화학
043200  44   55   47   52   파루
073240  44   55   47   52   금호타이어
005380  45   54   47   52   현대차
012450  48   51   48   51   한화테크윈
066570  48   51   48   51   LG전자
007390  45   54   47   52   네이처셀
047810  43   56   47   52   한국항공우주
003520  47   52   48   51   영진약품
005490  45   54   47   52   POSCO

###2017-10-06 12:00:03.678135
code   SU%  SD%  LU% LD%  NAME
000660  49   50   49   50   SK하이닉스
018260  44   55   47   52   삼성SDS
034940  48   51   48   51   조아제약
046890  45   54   48   51   서울반도체
011200  46   53   47   52   현대상선
035420  47   52   48   51   NAVER
168330  54   45   49   50   내츄럴엔도텍
015760  47   52   47   52   한국전력
067160  41   58   46   53   아프리카TV
005930  43   56   48   51   삼성전자
028050  48   51   48   51   삼성엔지니어링
034220  43   56   47   52   LG디스플레이
000270  48   51   48   51   기아차
240810  50   49   49   50   원익IPS
068270  51   48   49   50   셀트리온
025320  53   46   50   49   시노펙스
006120  43   56   46   53   SK케미칼
003670  43   56   47   52   포스코켐텍
051910  44   55   47   52   LG화학
043200  44   55   47   52   파루
073240  44   55   47   52   금호타이어
005380  45   54   47   52   현대차
012450  48   51   48   51   한화테크윈
066570  48   51   48   51   LG전자
007390  45   54   47   52   네이처셀
047810  43   56   47   52   한국항공우주
003520  47   52   48   51   영진약품
005490  45   54   47   52   POSCO

###2017-10-06 18:00:03.632412
code   SU%  SD%  LU% LD%  NAME
000660  49   50   49   50   SK하이닉스
018260  44   55   47   52   삼성SDS
034940  48   51   48   51   조아제약
046890  45   54   48   51   서울반도체
011200  46   53   47   52   현대상선
035420  47   52   48   51   NAVER
168330  54   45   49   50   내츄럴엔도텍
015760  47   52   47   52   한국전력
067160  41   58   46   53   아프리카TV
005930  43   56   48   51   삼성전자
028050  48   51   48   51   삼성엔지니어링
034220  43   56   47   52   LG디스플레이
000270  48   51   48   51   기아차
240810  50   49   49   50   원익IPS
068270  51   48   49   50   셀트리온
025320  53   46   50   49   시노펙스
006120  43   56   46   53   SK케미칼
003670  43   56   47   52   포스코켐텍
051910  44   55   47   52   LG화학
043200  44   55   47   52   파루
073240  44   55   47   52   금호타이어
005380  45   54   47   52   현대차
012450  48   51   48   51   한화테크윈
066570  48   51   48   51   LG전자
007390  45   54   47   52   네이처셀
047810  43   56   47   52   한국항공우주
003520  47   52   48   51   영진약품
005490  45   54   47   52   POSCO

###2017-10-07 00:00:03.448057
code   SU%  SD%  LU% LD%  NAME
000660  49   50   49   50   SK하이닉스
018260  44   55   47   52   삼성SDS
034940  48   51   48   51   조아제약
046890  45   54   48   51   서울반도체
011200  46   53   47   52   현대상선
035420  47   52   48   51   NAVER
168330  54   45   49   50   내츄럴엔도텍
015760  47   52   47   52   한국전력
067160  41   58   46   53   아프리카TV
005930  43   56   48   51   삼성전자
028050  48   51   48   51   삼성엔지니어링
034220  43   56   47   52   LG디스플레이
000270  48   51   48   51   기아차
240810  50   49   49   50   원익IPS
068270  51   48   49   50   셀트리온
025320  53   46   50   49   시노펙스
006120  43   56   46   53   SK케미칼
003670  43   56   47   52   포스코켐텍
051910  44   55   47   52   LG화학
043200  44   55   47   52   파루
073240  44   55   47   52   금호타이어
005380  45   54   47   52   현대차
012450  48   51   48   51   한화테크윈
066570  48   51   48   51   LG전자
007390  45   54   47   52   네이처셀
047810  43   56   47   52   한국항공우주
003520  47   52   48   51   영진약품
005490  45   54   47   52   POSCO
